Person_Age,Person_Income,Person_Home_Ownership,Person_Emp_Length,Loan_Intent,Loan_Grade,Loan_Amnt,Loan_Int_Rate,Loan_Status,Loan_Percent_Income,Cb_Person_Default_On_File,Cb_Person_Cred_Hist_Length
27,38500.0,RENT,1,DEBTCONSOLIDATION,B,3000.0,11.48,0,0.08,0,8
27,60000.0,RENT,8,MEDICAL,A,7000.0,6.99,0,0.12,0,8
33,68736.0,RENT,8,HOMEIMPROVEMENT,D,1200.0,16.29,0,0.02,0,9
31,68000.0,MORTGAGE,15,MEDICAL,A,13600.0,7.88,0,0.2,0,5
27,100970.0,MORTGAGE,5,VENTURE,B,20000.0,11.99,0,0.2,0,9
31,35142.0,RENT,4,EDUCATION,B,8000.0,11.11,0,0.23,0,10
28,103992.0,MORTGAGE,3,HOMEIMPROVEMENT,B,18000.0,10.99,0,0.17,0,10
29,120000.0,MORTGAGE,2,DEBTCONSOLIDATION,A,29800.0,8.9,0,0.29,0,6
28,41000.0,RENT,11,VENTURE,E,4000.0,18.64,1,0.1,1,5
28,73992.0,RENT,2,HOMEIMPROVEMENT,B,20000.0,9.96,0,0.27,0,9
27,20400.0,RENT,3,VENTURE,A,5500.0,6.91,0,0.27,0,8
34,28800.0,RENT,0,DEBTCONSOLIDATION,F,2500.0,21.36,1,0.09,0,7
29,35000.0,OWN,11,MEDICAL,C,4200.0,12.99,0,0.12,0,8
31,73000.0,MORTGAGE,3,DEBTCONSOLIDATION,B,15000.0,10.99,0,0.21,0,9
27,15600.0,RENT,11,MEDICAL,B,2800.0,10.65,1,0.18,0,7
32,27000.0,RENT,5,VENTURE,C,4500.0,13.11,0,0.17,1,5
29,70000.0,MORTGAGE,7,MEDICAL,B,4000.0,11.86,0,0.06,0,6
33,35000.0,MORTGAGE,3,EDUCATION,B,10000.0,10.99,0,0.29,0,9
27,170000.0,RENT,3,HOMEIMPROVEMENT,B,12075.0,12.42,0,0.07,0,10
30,34000.0,RENT,1,HOMEIMPROVEMENT,C,7500.0,13.48,1,0.22,1,8
30,51000.0,RENT,14,PERSONAL,B,4800.0,12.69,0,0.09,0,10
34,225000.0,MORTGAGE,2,DEBTCONSOLIDATION,D,25000.0,16.32,1,0.1,1,9
31,17676.0,OWN,1,VENTURE,D,2500.0,14.74,0,0.14,1,7
31,86500.0,OWN,0,PERSONAL,C,25000.0,13.57,0,0.29,1,10
28,209000.0,OWN,4,HOMEIMPROVEMENT,D,15000.0,14.84,0,0.07,0,8
35,102000.0,RENT,3,DEBTCONSOLIDATION,C,20000.0,13.85,0,0.2,0,5
33,80000.0,MORTGAGE,9,VENTURE,B,6000.0,11.11,0,0.07,0,8
27,80000.0,RENT,3,EDUCATION,A,20000.0,7.49,0,0.25,0,9
34,68000.0,MORTGAGE,1,EDUCATION,C,15000.0,11.78,0,0.22,1,7
33,44400.0,MORTGAGE,3,VENTURE,C,2000.0,14.22,1,0.05,1,9
32,20000.0,RENT,3,VENTURE,B,4750.0,10.37,0,0.24,0,7
33,72000.0,MORTGAGE,4,VENTURE,A,5000.0,6.99,0,0.07,0,7
30,102540.0,MORTGAGE,6,MEDICAL,A,1500.0,7.9,0,0.01,0,10
27,42000.0,RENT,1,PERSONAL,B,3000.0,11.83,0,0.07,0,9
29,175000.0,MORTGAGE,2,MEDICAL,A,10000.0,7.49,0,0.06,0,7
30,53000.0,RENT,4,DEBTCONSOLIDATION,A,12000.0,6.03,0,0.23,0,5
35,225000.0,OWN,8,MEDICAL,A,10000.0,8.94,0,0.01,0,8
28,112000.0,RENT,1,MEDICAL,B,6000.0,12.69,0,0.05,0,8
27,91800.0,MORTGAGE,5,MEDICAL,D,25000.0,15.95,1,0.23,0,9
29,60000.0,MORTGAGE,13,DEBTCONSOLIDATION,G,25000.0,20.16,1,0.42,1,9
34,108000.0,MORTGAGE,4,MEDICAL,A,10000.0,6.91,0,0.09,0,8
32,130000.0,MORTGAGE,0,EDUCATION,A,12000.0,8.59,0,0.09,0,5
28,108000.0,RENT,2,DEBTCONSOLIDATION,D,20000.0,15.31,1,0.19,1,8
28,30000.0,MORTGAGE,4,HOMEIMPROVEMENT,A,3000.0,6.76,0,0.1,0,9
32,33600.0,OWN,0,VENTURE,D,8000.0,16.02,0,0.24,0,8
28,82000.0,MORTGAGE,0,MEDICAL,C,15000.0,12.98,0,0.18,1,8
33,50800.0,RENT,16,VENTURE,E,10000.0,16.4,0,0.2,1,10
32,25000.0,RENT,1,MEDICAL,A,10000.0,8.49,1,0.4,0,10
27,30996.0,RENT,4,DEBTCONSOLIDATION,D,5775.0,14.91,1,0.19,0,10
32,19000.0,RENT,1,VENTURE,A,8325.0,6.62,1,0.44,0,10
29,50000.0,OWN,8,VENTURE,B,9725.0,12.12,0,0.19,0,7
34,98000.0,OWN,19,MEDICAL,B,16000.0,10.99,0,0.16,0,10
27,75400.0,MORTGAGE,3,PERSONAL,A,6000.0,7.74,0,0.08,0,7
28,36000.0,RENT,0,MEDICAL,B,10000.0,11.11,0,0.28,0,8
31,56400.0,RENT,1,VENTURE,B,7500.0,11.48,0,0.13,0,6
34,92500.0,RENT,4,DEBTCONSOLIDATION,A,13050.0,7.66,0,0.14,0,6
27,124100.0,RENT,3,MEDICAL,C,10175.0,12.99,1,0.07,0,6
34,48000.0,MORTGAGE,7,EDUCATION,B,8400.0,11.71,0,0.17,0,10
28,108000.0,MORTGAGE,6,PERSONAL,B,27400.0,10.99,0,0.25,0,8
27,91800.0,MORTGAGE,11,MEDICAL,E,20000.0,16.82,1,0.19,1,9
32,45000.0,MORTGAGE,7,EDUCATION,A,4000.0,7.49,0,0.09,0,5
34,35000.0,RENT,2,VENTURE,B,15000.0,10.99,1,0.43,0,5
30,40000.0,RENT,1,DEBTCONSOLIDATION,A,5500.0,7.74,0,0.14,0,10
28,70000.0,RENT,1,EDUCATION,A,7800.0,7.9,0,0.11,0,8
30,37600.0,RENT,2,EDUCATION,C,15000.0,13.06,1,0.4,1,10
28,48000.0,RENT,5,DEBTCONSOLIDATION,B,15000.0,11.99,1,0.31,0,10
35,30000.0,RENT,0,MEDICAL,A,6475.0,5.42,0,0.22,0,6
28,35000.0,RENT,0,PERSONAL,B,3000.0,11.11,1,0.09,0,8
28,44500.0,MORTGAGE,2,DEBTCONSOLIDATION,A,10000.0,8.59,0,0.22,0,10
28,112200.0,RENT,11,DEBTCONSOLIDATION,C,7000.0,11.66,0,0.06,1,7
29,32000.0,RENT,1,PERSONAL,D,6525.0,16.07,1,0.2,1,9
28,50000.0,RENT,4,PERSONAL,B,7200.0,10.99,0,0.14,0,9
28,82000.0,RENT,12,VENTURE,G,16750.0,20.11,1,0.2,0,6
28,59160.0,MORTGAGE,2,PERSONAL,B,23500.0,10.99,0,0.4,0,6
27,50000.0,RENT,0,EDUCATION,A,8000.0,7.9,0,0.16,0,8
34,64000.0,MORTGAGE,2,MEDICAL,A,8000.0,6.91,0,0.13,0,5
30,83000.0,MORTGAGE,4,DEBTCONSOLIDATION,B,20000.0,11.11,0,0.24,0,9
28,61000.0,MORTGAGE,12,PERSONAL,B,12000.0,9.99,0,0.2,0,6
32,105000.0,RENT,15,EDUCATION,B,3000.0,10.99,0,0.03,0,7
35,100000.0,MORTGAGE,14,PERSONAL,A,10000.0,6.62,0,0.1,0,8
32,176000.0,MORTGAGE,15,PERSONAL,D,2400.0,14.42,0,0.01,1,10
28,55000.0,MORTGAGE,4,VENTURE,A,20000.0,6.62,0,0.36,0,6
27,53000.0,MORTGAGE,6,PERSONAL,A,5000.0,7.49,0,0.09,0,5
27,65000.0,MORTGAGE,11,PERSONAL,A,18000.0,7.51,0,0.28,0,5
30,67092.0,RENT,0,PERSONAL,C,9000.0,12.87,0,0.13,1,9
32,36000.0,MORTGAGE,7,PERSONAL,A,2600.0,7.49,0,0.07,0,10
29,127000.0,MORTGAGE,1,MEDICAL,B,24250.0,11.36,0,0.19,0,10
35,91000.0,OWN,0,MEDICAL,A,10000.0,8.59,0,0.11,0,8
29,60000.0,RENT,2,HOMEIMPROVEMENT,A,14000.0,7.51,0,0.23,0,5
29,125000.0,MORTGAGE,0,VENTURE,A,10000.0,5.79,0,0.08,0,9
34,24000.0,OWN,4,VENTURE,C,2400.0,13.98,0,0.1,1,6
32,71000.0,MORTGAGE,10,MEDICAL,A,14000.0,6.99,0,0.2,0,5
30,219300.0,MORTGAGE,7,MEDICAL,E,29800.0,19.69,1,0.14,0,9
27,26237.0,RENT,0,MEDICAL,C,12000.0,13.22,1,0.46,0,7
29,74360.0,OWN,7,EDUCATION,A,8725.0,5.99,0,0.12,0,5
30,38000.0,OWN,0,HOMEIMPROVEMENT,B,6000.0,11.58,0,0.16,0,8
28,40000.0,RENT,2,MEDICAL,B,14000.0,11.89,1,0.35,0,8
33,50000.0,MORTGAGE,7,HOMEIMPROVEMENT,B,10000.0,9.99,0,0.2,0,7
30,70000.0,RENT,0,DEBTCONSOLIDATION,C,15000.0,13.61,0,0.21,1,6
30,96000.0,MORTGAGE,14,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.06,0,6
34,70000.0,MORTGAGE,13,DEBTCONSOLIDATION,A,20000.0,6.54,0,0.29,0,6
28,50000.0,RENT,4,PERSONAL,A,15000.0,7.49,0,0.3,0,8
29,62400.0,RENT,3,HOMEIMPROVEMENT,A,8000.0,6.62,0,0.13,0,9
31,24000.0,RENT,0,PERSONAL,D,4400.0,15.62,1,0.18,0,6
31,83000.0,MORTGAGE,11,MEDICAL,A,7500.0,7.49,0,0.09,0,10
28,59004.0,MORTGAGE,1,DEBTCONSOLIDATION,A,8000.0,7.37,1,0.14,0,10
30,60000.0,OWN,7,DEBTCONSOLIDATION,D,6000.0,14.84,0,0.1,1,5
28,42000.0,RENT,5,PERSONAL,B,4800.0,12.42,0,0.11,0,9
28,115000.0,RENT,0,HOMEIMPROVEMENT,A,2850.0,6.54,0,0.02,0,7
34,69000.0,RENT,0,EDUCATION,D,12800.0,15.7,1,0.19,0,10
30,40000.0,RENT,9,MEDICAL,D,9000.0,16.77,0,0.23,1,9
28,53000.0,RENT,0,PERSONAL,B,7000.0,9.88,0,0.13,0,6
32,47900.0,RENT,2,EDUCATION,A,11000.0,7.51,0,0.23,0,7
27,60000.0,MORTGAGE,2,DEBTCONSOLIDATION,B,15000.0,11.86,0,0.25,0,8
30,60000.0,RENT,0,MEDICAL,A,8000.0,7.66,0,0.13,0,5
31,40000.0,MORTGAGE,5,PERSONAL,A,14000.0,6.03,0,0.35,0,10
35,45000.0,MORTGAGE,16,EDUCATION,C,6500.0,13.98,0,0.14,1,10
30,85000.0,RENT,5,PERSONAL,A,4200.0,5.99,0,0.05,0,10
28,55000.0,MORTGAGE,7,PERSONAL,A,8000.0,7.49,0,0.15,0,9
27,32000.0,RENT,1,PERSONAL,A,5800.0,7.49,0,0.18,0,7
34,41600.0,MORTGAGE,16,DEBTCONSOLIDATION,A,17500.0,6.17,0,0.42,0,8
29,95000.0,MORTGAGE,4,HOMEIMPROVEMENT,C,2400.0,13.72,0,0.03,0,8
27,80000.0,MORTGAGE,5,VENTURE,C,29800.0,13.48,0,0.44,0,8
29,36000.0,RENT,1,VENTURE,B,12000.0,12.21,1,0.33,0,10
28,39000.0,RENT,3,PERSONAL,B,5000.0,10.25,0,0.13,0,7
35,20000.0,RENT,1,MEDICAL,B,5500.0,12.69,0,0.28,0,9
33,35000.0,MORTGAGE,2,EDUCATION,A,6000.0,5.42,0,0.17,0,10
30,105000.0,OWN,14,HOMEIMPROVEMENT,B,15400.0,11.36,0,0.15,0,8
30,49000.0,OWN,7,HOMEIMPROVEMENT,B,8500.0,12.18,0,0.17,0,10
27,60000.0,RENT,11,PERSONAL,B,25000.0,10.99,1,0.42,0,9
33,62000.0,RENT,4,EDUCATION,B,8000.0,11.48,0,0.13,0,5
33,30000.0,RENT,2,MEDICAL,E,6000.0,19.42,1,0.2,1,9
29,32000.0,MORTGAGE,13,PERSONAL,A,8000.0,5.99,0,0.25,0,6
27,90000.0,RENT,11,PERSONAL,B,16000.0,8.88,0,0.18,0,9
32,19200.0,RENT,0,VENTURE,B,5000.0,9.99,1,0.26,0,6
32,101000.0,RENT,0,DEBTCONSOLIDATION,D,15000.0,17.58,1,0.15,1,5
29,200000.0,RENT,14,PERSONAL,B,16000.0,12.69,0,0.08,0,7
32,95200.0,MORTGAGE,15,EDUCATION,A,15000.0,5.99,0,0.16,0,7
29,60000.0,MORTGAGE,4,PERSONAL,C,14125.0,13.49,0,0.24,0,5
31,101000.0,RENT,3,DEBTCONSOLIDATION,A,20000.0,7.9,0,0.2,0,5
31,80000.0,RENT,6,VENTURE,A,10000.0,7.49,0,0.13,0,9
27,19498.0,RENT,3,HOMEIMPROVEMENT,A,9575.0,6.62,1,0.49,0,5
32,31000.0,RENT,2,EDUCATION,D,7400.0,16.77,1,0.24,0,6
28,68000.0,MORTGAGE,7,HOMEIMPROVEMENT,B,2500.0,11.71,0,0.04,0,8
29,37500.0,RENT,7,PERSONAL,B,3300.0,10.37,0,0.09,0,5
29,52000.0,RENT,9,VENTURE,A,10000.0,8.0,0,0.19,0,6
27,90000.0,MORTGAGE,4,DEBTCONSOLIDATION,A,15000.0,7.49,0,0.17,0,6
32,84996.0,MORTGAGE,4,PERSONAL,A,9000.0,9.32,0,0.11,0,10
34,90000.0,MORTGAGE,5,HOMEIMPROVEMENT,B,24250.0,10.62,0,0.27,0,6
32,32004.0,RENT,1,DEBTCONSOLIDATION,D,3400.0,15.31,1,0.11,0,7
33,36500.0,MORTGAGE,1,VENTURE,B,10000.0,9.33,0,0.27,0,6
34,26400.0,MORTGAGE,0,DEBTCONSOLIDATION,B,3600.0,9.88,0,0.14,0,5
29,45000.0,RENT,0,MEDICAL,C,12000.0,12.99,0,0.27,0,8
32,48000.0,MORTGAGE,8,DEBTCONSOLIDATION,A,5200.0,5.42,0,0.11,0,5
27,40000.0,RENT,11,MEDICAL,A,20000.0,6.91,1,0.5,0,5
31,65000.0,RENT,8,EDUCATION,B,7500.0,10.95,0,0.12,0,6
30,84000.0,MORTGAGE,13,PERSONAL,B,12000.0,11.11,0,0.14,0,7
33,25000.0,MORTGAGE,0,DEBTCONSOLIDATION,C,3000.0,12.53,0,0.12,1,6
27,53004.0,MORTGAGE,10,DEBTCONSOLIDATION,B,5600.0,11.86,0,0.11,0,6
27,66300.0,MORTGAGE,11,MEDICAL,D,21000.0,15.62,1,0.27,1,10
28,64049.0,MORTGAGE,7,PERSONAL,B,20000.0,12.69,0,0.31,0,8
28,131040.0,MORTGAGE,0,MEDICAL,C,10000.0,13.35,0,0.08,1,7
27,35000.0,RENT,5,VENTURE,C,10000.0,13.48,0,0.29,1,8
27,225000.0,MORTGAGE,5,PERSONAL,C,28000.0,15.96,0,0.12,0,9
28,145000.0,MORTGAGE,9,MEDICAL,B,25000.0,10.99,0,0.17,0,7
28,50400.0,RENT,8,EDUCATION,D,18500.0,16.02,1,0.37,0,5
27,40000.0,RENT,1,MEDICAL,C,7200.0,13.22,0,0.18,0,6
31,75000.0,RENT,1,PERSONAL,C,10000.0,13.47,0,0.13,0,5
32,103000.0,MORTGAGE,0,EDUCATION,E,29800.0,18.64,1,0.32,1,10
30,42564.0,RENT,3,MEDICAL,B,15000.0,10.75,1,0.35,0,6
27,40000.0,MORTGAGE,4,HOMEIMPROVEMENT,C,8000.0,14.72,0,0.2,0,7
27,80000.0,MORTGAGE,1,EDUCATION,B,20000.0,11.36,0,0.25,0,8
27,45150.0,RENT,1,VENTURE,C,18000.0,13.16,1,0.4,0,7
27,35000.0,RENT,1,VENTURE,B,8000.0,12.21,0,0.23,0,8
30,24000.0,RENT,0,PERSONAL,B,5000.0,10.59,0,0.21,0,9
27,112548.0,MORTGAGE,11,VENTURE,A,24000.0,7.49,0,0.21,0,5
29,144000.0,MORTGAGE,13,VENTURE,A,16000.0,6.62,0,0.11,0,6
27,63000.0,OWN,2,EDUCATION,A,9500.0,8.07,0,0.15,0,8
29,50004.0,MORTGAGE,1,MEDICAL,C,1500.0,13.11,0,0.03,0,8
28,50500.0,RENT,3,HOMEIMPROVEMENT,C,5200.0,12.53,0,0.1,0,8
33,21600.0,RENT,3,PERSONAL,B,10000.0,12.53,1,0.46,0,7
27,120000.0,MORTGAGE,2,EDUCATION,A,7000.0,7.14,0,0.06,0,7
28,110000.0,MORTGAGE,12,MEDICAL,B,15000.0,10.0,0,0.14,0,6
27,100000.0,MORTGAGE,1,HOMEIMPROVEMENT,A,12000.0,6.03,0,0.12,0,7
32,56784.0,OWN,3,MEDICAL,D,12000.0,14.96,0,0.21,1,5
27,48000.0,RENT,2,HOMEIMPROVEMENT,A,4000.0,6.03,1,0.08,0,6
34,97356.0,RENT,12,HOMEIMPROVEMENT,C,20000.0,13.22,0,0.21,1,7
33,53000.0,RENT,1,MEDICAL,C,12000.0,12.84,0,0.23,1,5
35,64000.0,MORTGAGE,11,MEDICAL,A,14500.0,7.66,0,0.23,0,8
31,89000.0,RENT,1,MEDICAL,B,10000.0,10.99,0,0.11,0,5
31,106000.0,MORTGAGE,15,DEBTCONSOLIDATION,B,2400.0,9.63,0,0.02,0,5
27,120000.0,MORTGAGE,3,PERSONAL,B,14000.0,11.99,0,0.12,0,7
28,24000.0,RENT,0,EDUCATION,B,5000.0,11.86,0,0.21,0,8
29,60000.0,MORTGAGE,13,MEDICAL,A,13500.0,7.51,0,0.23,0,5
28,110000.0,MORTGAGE,1,MEDICAL,A,12000.0,8.94,0,0.11,0,7
28,85000.0,RENT,8,EDUCATION,B,8000.0,11.71,0,0.09,0,6
30,225000.0,MORTGAGE,3,HOMEIMPROVEMENT,D,24000.0,14.96,0,0.09,1,7
34,126000.0,MORTGAGE,2,HOMEIMPROVEMENT,B,9600.0,11.49,0,0.08,0,10
33,86000.0,MORTGAGE,5,PERSONAL,D,15000.0,16.49,0,0.17,0,9
31,49000.0,RENT,6,PERSONAL,A,5600.0,6.03,0,0.11,0,6
28,136092.0,MORTGAGE,2,VENTURE,C,8000.0,13.61,0,0.06,0,5
28,66725.0,RENT,3,MEDICAL,D,9000.0,16.29,1,0.11,0,8
28,33400.0,MORTGAGE,12,PERSONAL,A,16700.0,7.66,0,0.5,0,5
30,70000.0,RENT,3,HOMEIMPROVEMENT,C,7200.0,13.48,0,0.1,1,5
33,100000.0,MORTGAGE,1,EDUCATION,B,25000.0,10.39,0,0.25,0,9
33,96000.0,MORTGAGE,0,DEBTCONSOLIDATION,C,8000.0,13.72,0,0.08,0,5
32,32000.0,RENT,1,DEBTCONSOLIDATION,E,2600.0,16.82,1,0.08,1,9
29,38004.0,RENT,2,EDUCATION,C,1500.0,12.53,1,0.04,0,8
31,60000.0,MORTGAGE,9,MEDICAL,E,22000.0,16.63,1,0.37,0,6
31,135000.0,MORTGAGE,12,EDUCATION,C,15000.0,13.85,0,0.11,1,9
29,28000.0,RENT,0,MEDICAL,C,10000.0,12.84,1,0.36,1,7
35,37000.0,RENT,2,VENTURE,B,2000.0,11.26,0,0.05,0,8
34,160000.0,MORTGAGE,14,HOMEIMPROVEMENT,C,25000.0,13.49,0,0.16,1,5
32,26400.0,RENT,0,VENTURE,A,8000.0,7.51,0,0.3,0,6
30,130000.0,MORTGAGE,14,DEBTCONSOLIDATION,B,4000.0,10.99,0,0.03,0,8
31,225000.0,MORTGAGE,14,DEBTCONSOLIDATION,D,12000.0,14.09,1,0.05,1,10
28,42240.0,OWN,2,PERSONAL,B,12000.0,11.86,0,0.28,0,6
28,90000.0,MORTGAGE,7,PERSONAL,A,12000.0,8.32,0,0.13,0,9
29,120000.0,RENT,1,MEDICAL,C,17500.0,12.87,0,0.15,0,5
28,30000.0,MORTGAGE,4,PERSONAL,C,7500.0,11.78,0,0.25,0,9
30,57000.0,MORTGAGE,6,HOMEIMPROVEMENT,A,4000.0,8.0,0,0.07,0,8
32,225000.0,RENT,3,HOMEIMPROVEMENT,C,25000.0,12.53,0,0.11,0,10
27,54000.0,MORTGAGE,0,DEBTCONSOLIDATION,D,12000.0,16.49,1,0.22,0,10
32,78500.0,RENT,4,EDUCATION,B,15000.0,10.99,1,0.19,0,7
34,77000.0,RENT,3,DEBTCONSOLIDATION,D,29800.0,18.25,1,0.45,1,10
34,84000.0,MORTGAGE,15,MEDICAL,B,9250.0,11.36,0,0.11,0,7
28,66920.0,RENT,12,MEDICAL,C,5000.0,14.26,0,0.07,0,6
29,30000.0,RENT,4,PERSONAL,E,10200.0,17.99,1,0.34,0,5
30,71400.0,RENT,0,DEBTCONSOLIDATION,C,9600.0,12.61,0,0.13,1,9
35,39996.0,MORTGAGE,0,MEDICAL,D,15000.0,14.42,1,0.38,0,6
31,60000.0,RENT,11,EDUCATION,B,15000.0,11.71,0,0.25,0,7
29,50000.0,RENT,4,VENTURE,C,5050.0,12.73,0,0.1,1,7
30,200000.0,MORTGAGE,0,MEDICAL,A,10000.0,8.59,0,0.05,0,10
29,27000.0,RENT,8,MEDICAL,A,5000.0,6.76,0,0.19,0,8
31,78504.0,RENT,2,EDUCATION,C,10000.0,11.41,0,0.13,0,7
32,45000.0,MORTGAGE,4,PERSONAL,B,7200.0,12.69,0,0.16,0,5
33,32004.0,RENT,3,PERSONAL,A,4000.0,8.32,0,0.12,0,9
27,20000.0,RENT,4,PERSONAL,C,3250.0,13.48,1,0.16,0,5
27,120000.0,MORTGAGE,4,DEBTCONSOLIDATION,A,8400.0,7.14,0,0.07,0,6
30,30000.0,MORTGAGE,3,DEBTCONSOLIDATION,A,5100.0,7.9,0,0.17,0,5
31,80000.0,MORTGAGE,0,PERSONAL,B,15000.0,10.95,0,0.19,0,10
28,45000.0,RENT,4,MEDICAL,C,9000.0,14.65,0,0.2,0,6
35,60000.0,RENT,0,HOMEIMPROVEMENT,C,4000.0,13.98,0,0.07,1,7
27,67000.0,MORTGAGE,1,VENTURE,A,4200.0,7.49,0,0.06,0,7
33,160000.0,MORTGAGE,3,DEBTCONSOLIDATION,B,22000.0,10.75,0,0.14,0,9
29,76596.0,MORTGAGE,14,MEDICAL,C,17600.0,13.16,0,0.23,0,10
30,50000.0,MORTGAGE,11,DEBTCONSOLIDATION,B,10000.0,10.99,0,0.2,0,8
27,78000.0,OWN,4,MEDICAL,B,6000.0,12.18,0,0.08,0,5
28,126000.0,MORTGAGE,2,HOMEIMPROVEMENT,B,12000.0,11.71,0,0.1,0,8
32,120000.0,MORTGAGE,0,DEBTCONSOLIDATION,A,6600.0,7.49,0,0.06,0,5
27,45727.0,MORTGAGE,5,VENTURE,D,1000.0,16.29,0,0.02,0,5
27,120000.0,RENT,2,EDUCATION,B,11050.0,12.69,0,0.09,0,6
28,44000.0,MORTGAGE,12,EDUCATION,B,8000.0,10.59,0,0.18,0,6
29,225000.0,MORTGAGE,0,HOMEIMPROVEMENT,B,20000.0,10.37,0,0.08,0,6
27,69790.0,RENT,6,EDUCATION,B,18000.0,10.25,0,0.26,0,6
29,60000.0,MORTGAGE,7,MEDICAL,A,8500.0,6.92,0,0.14,0,7
33,21996.0,RENT,0,VENTURE,C,9250.0,12.87,1,0.42,1,8
29,50000.0,MORTGAGE,4,PERSONAL,B,21850.0,12.42,0,0.44,0,9
33,49548.0,RENT,6,PERSONAL,C,2800.0,12.84,0,0.06,0,8
35,17640.0,OWN,4,PERSONAL,D,4000.0,16.29,1,0.23,0,8
29,56500.0,RENT,3,EDUCATION,B,7000.0,10.99,1,0.12,0,9
30,148000.0,RENT,8,VENTURE,D,10000.0,13.55,0,0.07,0,9
28,60000.0,MORTGAGE,5,PERSONAL,B,6000.0,10.99,0,0.1,0,9
29,85500.0,MORTGAGE,3,HOMEIMPROVEMENT,A,9500.0,7.49,0,0.11,0,9
27,54000.0,MORTGAGE,1,HOMEIMPROVEMENT,B,27575.0,10.99,0,0.51,0,5
28,59600.0,RENT,2,DEBTCONSOLIDATION,A,5000.0,5.79,0,0.08,0,10
33,60000.0,RENT,3,DEBTCONSOLIDATION,A,9000.0,8.49,0,0.15,0,8
27,31200.0,MORTGAGE,1,DEBTCONSOLIDATION,A,7500.0,7.74,0,0.24,0,5
27,225000.0,RENT,11,EDUCATION,E,29800.0,18.64,1,0.14,0,10
29,55000.0,RENT,3,DEBTCONSOLIDATION,B,1200.0,9.99,0,0.02,0,9
32,53408.0,MORTGAGE,8,VENTURE,B,1400.0,10.99,0,0.03,0,10
28,57360.0,MORTGAGE,3,PERSONAL,B,23000.0,10.99,0,0.4,0,8
28,59000.0,MORTGAGE,12,VENTURE,A,5000.0,7.14,0,0.08,0,8
30,33000.0,RENT,4,DEBTCONSOLIDATION,C,1000.0,14.79,0,0.03,1,9
29,50000.0,MORTGAGE,0,PERSONAL,A,6300.0,6.62,0,0.13,0,8
35,27996.0,RENT,14,MEDICAL,B,8500.0,11.58,0,0.3,0,8
31,73000.0,MORTGAGE,4,DEBTCONSOLIDATION,F,16000.0,19.41,1,0.22,0,7
30,34000.0,RENT,0,PERSONAL,B,4000.0,10.95,0,0.12,0,9
31,72000.0,RENT,6,PERSONAL,B,21000.0,11.99,1,0.29,0,6
34,42000.0,MORTGAGE,18,MEDICAL,A,2000.0,5.79,0,0.05,0,7
30,66888.0,MORTGAGE,6,HOMEIMPROVEMENT,C,15000.0,12.23,0,0.22,1,9
35,85000.0,MORTGAGE,2,VENTURE,B,8400.0,11.99,0,0.1,0,8
27,146000.0,MORTGAGE,5,VENTURE,A,2500.0,8.49,0,0.02,0,9
29,66000.0,RENT,0,DEBTCONSOLIDATION,D,3150.0,15.62,1,0.05,1,8
29,46344.0,RENT,0,EDUCATION,B,3500.0,11.36,0,0.08,0,8
29,97000.0,RENT,4,VENTURE,B,25000.0,10.37,0,0.26,0,10
29,63000.0,RENT,13,MEDICAL,A,10000.0,7.49,0,0.16,0,5
28,13500.0,OWN,0,VENTURE,A,6700.0,9.63,1,0.5,0,8
28,50176.0,RENT,3,VENTURE,B,5000.0,10.59,0,0.1,0,7
34,80300.0,MORTGAGE,3,HOMEIMPROVEMENT,C,15000.0,12.73,0,0.19,1,10
29,53000.0,RENT,0,PERSONAL,A,5000.0,5.42,0,0.09,0,5
27,90000.0,OWN,1,VENTURE,A,7500.0,7.51,0,0.08,0,10
27,75000.0,RENT,2,EDUCATION,A,14000.0,9.63,0,0.19,0,5
28,206000.0,RENT,2,HOMEIMPROVEMENT,C,24000.0,13.48,0,0.12,0,10
30,55000.0,MORTGAGE,1,HOMEIMPROVEMENT,B,6500.0,10.99,0,0.12,0,7
30,120000.0,MORTGAGE,14,VENTURE,D,7500.0,15.65,0,0.06,0,8
31,68000.0,MORTGAGE,2,DEBTCONSOLIDATION,B,18000.0,10.0,0,0.26,0,7
35,65000.0,MORTGAGE,19,DEBTCONSOLIDATION,B,20000.0,10.25,0,0.31,0,5
29,50000.0,RENT,6,EDUCATION,A,3000.0,7.29,0,0.06,0,10
28,78000.0,MORTGAGE,12,MEDICAL,B,13000.0,10.99,0,0.17,0,9
34,91000.0,MORTGAGE,19,MEDICAL,B,15000.0,10.99,0,0.16,0,8
29,33000.0,RENT,2,EDUCATION,C,1700.0,15.23,0,0.05,1,5
33,76248.0,MORTGAGE,17,EDUCATION,A,10400.0,7.66,0,0.14,0,5
30,42000.0,RENT,4,MEDICAL,B,14750.0,10.99,1,0.35,0,8
29,85000.0,MORTGAGE,2,PERSONAL,A,10000.0,7.88,0,0.12,0,5
28,73200.0,RENT,2,VENTURE,A,12000.0,8.9,0,0.16,0,5
30,60600.0,MORTGAGE,1,MEDICAL,A,3000.0,7.12,0,0.05,0,5
27,90000.0,RENT,4,VENTURE,A,10000.0,7.49,0,0.11,0,9
27,40000.0,RENT,8,PERSONAL,B,12000.0,10.37,0,0.3,0,9
28,12000.0,RENT,0,MEDICAL,C,2400.0,12.68,1,0.2,0,8
